1476755590,4.54913294797688
0439023483,4.44871794871795
0345803485,2.40909090909091
0002007770,4.16233766233766
030758836X,3.60810810810811
0425263924,3.75177304964539
0307277674,3.64028776978417
1492121169,4.70149253731343
144235948X,4.21804511278195
0143170090,3.45038167938931
1476755604,4.56923076923077
0007444117,3.21008403361345
1250058236,4.47863247863248
0151008116,4.23478260869565
0141039280,4.45045045045045
0375831002,4.66666666666667
0307265439,3.89189189189189
0307913090,4.20754716981132
0141188936,3.77669902912621
014118776X,4.4950495049505
0143038419,3.40594059405941
0439136350,4.44
014219672X,4.61855670103093
0618680004,3.33333333333333
1495472418,4.48421052631579
0849922070,3.78494623655914
1469984202,4.45161290322581
0316011770,3.34782608695652
0099464462,4.03333333333333
030728364X,4.41111111111111
030728090X,3.31460674157303
0345803493,4.24719101123596
0316010669,3.72413793103448
0307744434,3.97674418604651
061579615X,4.16666666666667
1481058134,4.44578313253012
037543318X,3.7
043920352X,4.375
0140012486,3.91139240506329
1477817506,4.32911392405063
0804176787,4.3974358974359
0439023513,3.73076923076923
0425269205,2.82051282051282
0743597923,3.71428571428571
031604461X,3.67105263157895
1483918777,4.47368421052632
0385660065,4.18666666666667
074356619X,2.73333333333333
006073132X,3.89189189189189
0002247399,3.32876712328767
1477808671,4.49315068493151
1419970291,4.51388888888889
0985817089,4.33802816901408
0099911701,3.57142857142857
1471133567,4.64285714285714
1484994566,4.68571428571429
0316001821,3.41428571428571
1490946810,4.28985507246377
0099450259,4.26086956521739
0984887873,4.50724637681159
0989104400,4.63235294117647
0316228532,2.86764705882353
0312853238,4.16417910447761
1492343846,4.56716417910448
0988348268,4.53731343283582
0985817003,4.5
0060558121,4
0451468279,4.46969696969697
0739458213,4.28787878787879
1494244381,4.09230769230769
0641934173,3.64615384615385
0142001740,4.07692307692308
0007124015,4.52307692307692
030727828X,2.63076923076923
0061122416,3.71875
043935806X,4.125
0142429112,3.57142857142857
0062008110,3.96825396825397
0393038912,4.19354838709677
0060098902,4.08064516129032
0452285216,4.14516129032258
1477808663,4.58064516129032
0316346624,4.12903225806452
0316036919,3.85245901639344
0446579807,3.91803278688525
1480536466,4.0983606557377
0312370830,3.91803278688525
0345803507,3.96666666666667
0345504968,3.53333333333333
0615810756,4
1492976423,4.77966101694915
